predictor1,predictor2,outcome
0.28110416102000607,-1.0576333998245249,-2.1078897308810256
0.8379905153764322,0.6143706334177573,-3.6344912932467457
-1.7778350967158747,-0.5253449729379552,-7.661848261760055
-1.719143847528267,-0.43209451915645314,-1.367577706078722
-0.631405740792429,0.9259835520681219,5.583961649919886
-1.377629444727826,-0.31346438448620395,-4.812364508184359
-0.06432134752732688,1.3951858732794593,0.5926756965110105
0.678349875432069,0.6476917377638668,-1.3504804727065025
-0.7037803391807903,0.9481123476619957,-2.054928014861458
1.5034947042364941,0.27971059997086944,-2.370952943654533
0.6985895169135173,-1.3050377755664384,-3.591119302383219
0.705106340383639,-1.2319660645906485,0.37057279174853575
-0.4340047008936123,-1.6054291998558348,-1.3382559995515892
0.32667056978881326,-1.4548091060292596,-2.9851057890045247
0.35808231738121815,1.468210499507794,1.5183042361545198
-1.1796510202167587,-0.2683819403861961,-0.9969902207485075
1.3387082067256417,0.2051395318918442,-3.332344673057373
-1.6631648735952211,-0.6121578259761503,-0.27742477011620714
-0.9314814259419674,1.1413260807819283,2.87961746876913
0.05691380602027584,-1.004917709589127,3.5331825089351234
0.14585987048118484,1.4324411058691993,5.8053723684307474
-0.7482164702200386,1.2365933947766512,5.385785268241463
-0.4502661298838129,0.8783560550375219,-0.3553691596816315
0.8103659463085839,0.6202720830257524,3.687045451671218
-0.7338706625495366,1.2414212517824021,4.017472642837777
1.2201859935134622,0.16954090986111423,3.5555526332693974
-1.431077600834928,-0.3271806125890659,-2.986696490700388
-0.34213032530633286,0.8531111198176651,-2.6387455540885236
1.20156780619537,0.16452630674734847,-2.4228904375675753
0.6923850997755241,-1.2173358915317907,-7.2037004634477295
-0.9435271530495527,1.0778240966577655,4.823956746668383
0.552016878963244,-1.1401691210744829,1.546490274564357
0.7034488531049444,-1.2991948941330855,-1.1262744521917145
-0.6974089142174763,1.2530543589342051,-0.18876662414581524
1.190938706301458,0.16171736190411357,4.077162910681658
1.5481554722610515,0.33633861461642145,4.766280521807382
0.7033159355303269,-1.299367747645709,-2.6188000793549713
0.15156783199690285,1.4334231830306572,1.8142136970262461
-1.494981297522897,-0.344877515233546,-0.7304541283066446
-1.6131944910591285,-0.6329235775553415,-6.092779140543772
1.3446818463372123,0.4825758166418779,2.6633674110061856
0.281843750154392,-1.4658674711701576,0.5039610060976103
-0.20341580025590836,-1.56506832927696,-1.2715320318546517
-0.08214036998518806,-0.9752396113081967,-8.9370624857892
1.3701351567757283,0.473346049859699,1.5420783398560873
-1.7252397804344954,-0.5791409006464344,-2.139577580352425
-0.0034441706059113886,0.781778902425787,-0.8355187681265301
0.5468143091729811,-1.3889593534148108,-8.041860476264258
1.5281442259391123,0.38708739537508713,-0.6189569073225989
0.1748933069556989,1.4374230612714625,1.004423367295465
