predictor1,predictor2,outcome
-1.2295655638803784,-0.2685371220446155,3.285907947302064
-0.13429677822224784,-0.634982990351482,0.7415741542708965
1.312229803231711,-0.00507361513012472,-0.7938439663375719
1.9465052763707504,0.8575209701302483,1.9176288886573931
1.4842289215962747,-0.16365720597121147,1.6077867159388877
-1.5771327557172936,-0.46602995964611016,4.198672535994509
-2.3085736827082277,-1.0398977290765516,-2.6409361285548854
1.654347966431726,1.8877060561893828,8.844172132634258
0.45529896230958694,-0.24085837746250344,1.8168964950338968
0.5131168511935272,1.5106454553870137,-4.6859635438113045
1.1246433803440434,2.141697423922702,1.8224285620403475
0.7384242449667969,0.5864797564546683,0.8615208607770154
1.275189257823846,0.9193730999456621,7.051777872334027
-0.320009868609173,-0.1027542337416393,-0.016186315337166357
0.7044866839955011,-0.60455592069554,0.2868490434669295
0.7259269615423273,1.0735804243380074,1.1575008598694316
-1.5722717814404834,-0.4545779223537816,5.269804181490407
-0.1556667734026131,0.43264875289486876,7.121117347679958
-0.11659259716907289,-2.2176289810473833,-1.3121391130707387
-0.2716812390331208,-0.1882231374634185,-3.886083596374489
0.3847876709932949,0.2842608694541786,3.4961163186631987
-1.325198369766378,-1.8971361631673658,-4.244317502433075
1.128187411407058,-0.631105108243255,-4.166047309118045
0.8649638429876387,0.23700493904548375,3.4650583937955917
0.51810301833578,-0.032541655603255476,-2.7024194452397183
-0.46519537357616636,0.3263235617456758,-7.035407492984559
-1.0851241180089275,-1.6194542520139752,-7.375028124552566
-1.734880676925871,-1.2791365622755522,-10.542716217155986
-0.3936914968734992,0.43235582910294373,2.2175454923435165
0.5671604747801604,1.4234182616776274,0.8032032119677743
-0.7899756634460905,-1.1715099898350398,1.5097107028649277
-0.3928100241615793,-0.7584049373524093,-0.3708169844810776
-0.6643759250303027,-0.8784202839447766,-1.3296353333367827
-1.1686995348741953,-0.6631942910046287,-5.19424409101612
-1.3341149641280234,-0.4240306324151788,-3.114982177239756
-0.456211177392538,-0.3305254487624051,-0.5197215000895652
-0.31613035580480287,1.5909192496077398,7.54468184513191
0.47619193472205096,0.33402521348873365,7.839453602663693
0.11210950131342401,-0.449752153123373,-2.523226822503462
-0.8373872206753306,0.11811588254626548,-2.677248116516136
-0.0163714521267527,-0.11003698067937948,-1.796721197258991
-1.6188835638219898,-0.4918282682471724,4.770848879496853
-0.6061771864414377,1.4613482205106836,2.1880131103202234
0.5414105392571136,-0.18390916840224272,7.768962668021885
1.0945816144371154,1.5197048616639346,3.0082374691261218
0.5577956858418285,0.8590622092098132,1.172960523422235
0.3685741762397798,1.257938406787356,0.8859697047167163
0.660065411490142,-1.930156338047674,-2.163384022150538
1.0865947999785317,-0.2415443681342126,1.8925144876522215
0.5960937516464868,0.2253343521332684,-0.8493016337793033
